Unnamed: 0,id,headline,summary,category,suggestions,img,Category
47,47,Elon Musk doesn’t care about pronouns — unless nonbinary people use them,"However, when it comes to badfaith jokes and socalled debates over pronouns, no one is actually arguing that we should do away with them and only refer to each other using proper nouns. His viral tweet on Sunday  My pronouns are Prosecute/Fauci  was not the first time the richest man in the world has expressed his annoyance and disdain with one of the most inescapable parts of language. For the people who insist on making pronouns problematic, the real issue lies not in the concept of pronouns itself but in who is using them and whether they vary with ones assigned sex at birth, which can differ from a persons gender identity.",sport,"[1, 2, 3]",https://static.adsafeprotected.com/skeleton.gif,sport
48,48,McConnell says Trump fueled 'candidate quality' problems in the midterms,"By contrast, McConnell said his aligned super PAC, the Senate Leadership Fund, intervened to select preferred candidates in Alabama and Missouri, two red states the GOP won this year. He made the remarks at his weekly news conference, responding to a question from NBC News about whether he intends to play a more active role in selecting candidates in the 2024 election cycle, when Republicans have a friendlier map. 
WASHINGTON  Senate Republican leader Mitch McConnell said Tuesday that former President Donald Trumps endorsements in important 2022 primaries contributed to the nominations of poor candidates who fell short in swing states.",business,"[1, 2, 3]",https://static.adsafeprotected.com/skeleton.gif,business
49,49,Lawmakers unveil bipartisan bill to ban TikTok nationwide,"Under the measure, the president could impose sanctions on TikTok and other social media companies to prevent commercial operation in the U.S.
With Congress in session for only a few more days this year, the bill is unlikely to be considered in either chamber. The lawmakers said the bill aims to protect Americans from foreign adversaries who might use certain social media to surveil Americans, learn sensitive data about them, and spread influence campaigns or propaganda. In a statement responding to Maryland's ban, a TikTok spokesperson said, We believe the concerns driving these bans are largely fueled by misinformation about our company.",business,"[1, 2, 3]",https://static.adsafeprotected.com/skeleton.gif,business
50,50,History-making nonbinary government official is out of a job after theft accusations,"On Wednesday, Rep. Andrew Clyde of Georgia and 15 other House Republicans sent a letter to Energy Secretary Jennifer Granholm requesting that she demand Brintons resignation, according to a copy of the letter that a spokesperson for Clyde shared with NBC News. Brinton has also faced transphobic media attacks since October, with publications referring to them as a drag queen and misgendering them. Brinton has been a prominent LGBTQ advocate for more than a decade.",business,"[1, 2, 3]",https://static.adsafeprotected.com/skeleton.gif,business
51,51,Ticketmaster Mexico to face millions in fines over Bad Bunny concert tickets screwup,"This, compounded with a ""temporary intermittence in the ticket reading system"" caused confusion among access control personnel at the venue on Friday, ""which unfortunately made it impossible for some moments to recognize the identification of legitimate tickets,"" the company said. Ticketmaster Mexico said in a statement Monday that it has been collaborating with the office of Mexicos federal consumer attorney, which is investigating Friday's events. The company touted their efforts to take ""all the necessary technological and logistical measures to prevent a repeat"" of what happened Friday night on Saturday.",business,"[1, 2, 3]",https://static.adsafeprotected.com/skeleton.gif,business
52,52,"For Black families in Phoenix, child welfare investigations are a constant threat","Dawson also said that all the wellmeaning foster care nonprofits in Arizona, which exist in part because there is so much funding available for foster care in the state, help perpetuate the systems vast size and reach. In a statement, Joe Wolf, a spokesperson for Hobbs transition, pointed out that her career has included stints working with homeless youth and helping to run one of the largest domestic violence shelters in the country, giving her perspective on what affects Arizonas most vulnerable. Weve gone from what I think most people would describe as the worstperforming child protection agency in the country to one that  I dont know if youll ever have a highperformer child protection agency, given the nature of the work we do  but its drastically different, said Faust, who is white and has led the agency since 2019.",business,"[1, 2, 3]","https://media-cldnry.s-nbcnews.com/image/upload/t_fit-760w,f_auto,q_auto:best/rockcms/2022-12/221206-Arizona-Child-welfare-1-al-1150-7e1d1a.jpg",business
53,53,"Taunted for being Black, a student fought back, civil rights complaint says. The 30-second fight derailed her life.","By then, Autumn, a straightA student and one of only two dozen Black students at her smalltown high school outside Lubbock, had been complaining about racial harassment involving three other classmates since the second week of school, according to interviews with Autumn and her family, messages they sent to administrators and a civil rights complaint filed Monday with the U.S. Department of Education. I hate to come to you about this same old racism and bullying, Pegues had written to Andrus, Slatons superintendent, in April, after Trinity came home complaining that a classmate had once again called her the Nword. Mary Pegues, a former Slaton school board member and longtime teachers aide in a neighboring district, was furious when she saw the clip.",politics,"[1, 2, 3]","https://media-cldnry.s-nbcnews.com/image/upload/t_fit-760w,f_auto,q_auto:best/rockcms/2022-12/221212-lubbock-school-racism-main-2x1-an-99242a.jpg",politics
54,54,Samuel Bankman-Fried accused of making illegal campaign contributions,"
FTX cofounder Sam BankmanFried was charged Tuesday in connection with what prosecutors said was a scheme to illegally funnel millions of dollars into politics ahead of the 2022 midterm elections, misappropriating customer funds in the process. BankmanFried spent at least 70 million on 2022 campaigns, according to Federal Election Commission records  and three sources have told NBC News that there was much more in ""dark money,"" a term used to describe legal donations that do not have to be publicly disclosed  to engender goodwill with candidates on both sides of the aisle and to be in a position to peddle influence around the crypto industry no matter the outcome of the election. BankmanFried, 30, hosted conferences in the Bahamas that boasted visits from former politicians like Tony Blair and Bill Clinton, The Associated Press reported, as he built a reputation as a heavyweight campaign contributor  particularly among Democrats, whom he publicly courted in recent years.",entertainment,"[1, 2, 3]","https://media-cldnry.s-nbcnews.com/image/upload/t_focal-60x60,f_auto,q_auto:best/rockcms/2022-12/221213-richard-shelby-mjf-2029-4e29c0.jpg",entertainment
55,55,"Elon Musk, astronaut Scott Kelly spar on Twitter over pronoun use","""Elon, please dont mock and promote hate toward already marginalized and atriskofviolence members of the LGBTQ community. While Musk has repeatedly maintained that the company has not altered any of its moderation policies regarding hate speech, the uncertainty over what the platform will look like under his leadership has prompted some of Twitter's advertisers to pull back on purchasing promotional placements on the site. And in late November, Musk reinstated former President Donald Trump to the site, almost two years after the company banned him citing his role in the Jan. 6 insurrection at the U.S. Capitol.",business,"[1, 2, 3]",https://static.adsafeprotected.com/skeleton.gif,business
56,56,How dangerous is the flu? What to know about symptoms and signs of complications,"While many of the symptoms of influenza, such as fever and body aches, overlap with pneumonia, there are some clues that may indicate a more serious lung infection may be brewing. ChinHong said he has treated people with flu who developed encephalitis  a dangerous inflammation of the brain that can be triggered by viral infections  or myositis, which causes a painful weakening of the muscles. One of the most atrisk groups for flu complications includes pregnant people, in part because of the weakening of immune systems during pregnancy, said infectious diseases expert Dr. Carlos del Rio, an executive associate dean at the Emory University School of Medicine and Grady Health System in Atlanta.",business,"[1, 2, 3]","https://media-cldnry.s-nbcnews.com/image/upload/t_focal-60x60,f_auto,q_auto:best/rockcms/2022-12/221213-abortion-protest-supreme-court-mjf-1827-f3917c.jpg",business
57,57,"Parks, land and monuments with deep Latino roots need protection, report says","The proposed new park, contained in legislation currently under review in Congress, would include the existing Cesar E. Chavez National Monument in Keene, California; The Forty Acres in Delano, also in California, and the Santa Rita Center in Phoenix, Arizona  areas that are part of the farmworker movement that led to the formation of the United Farm Workers. For these reasons, in the new year Hispanic Access Foundation is asking President Biden and Congress to designate and protect new parks, waterways and coastal areas throughout the U.S. that will serve Latino and other disinvested communities, Shanna Edberg, director of conservation at Hispanic Access Foundation, said in a statement. 
Parks, monuments and even wildlife refuges with ties to Latino history and culture serve as crucial outdoor spaces across the country  yet many are in need of preservation, according to a new report.",business,"[1, 2, 3]",https://static.adsafeprotected.com/skeleton.gif,business
58,58,Virginia’s open congressional seat offers opportunity for a new generation of Black leaders,"Morrissey is a controversial figure who has had his law license revoked several times and entered into a plea agreement in 2014 for a misdemeanor charge of contributing to the delinquency of a minor after admitting he had sex with an underage girl. I am confident that the leaders in the Senate Democratic Caucus will continue to protect our progress and stop any bad House bills in committee, she said. The rapid timing of the special election means both parties will have to pick their nominees quickly to have their campaigns up and running before the holidays.",business,"[1, 2, 3]",https://static.adsafeprotected.com/skeleton.gif,business
59,59,Biden admin may cut number of migrants eligible for asylum at border but open new paths for others,"Lawyers from the American Civil Liberties Union, which sued the Trump administration over the previous transit ban, said they would do so again if the Biden administration tries a similar policy. Some asylum advocacy groups and former and current Biden administration officials have taken issue with the plans, saying they go too far in cutting off pathways to asylum while not doing enough to safely welcome qualified asylumseekers in through an orderly processing system. A Biden administration official who has argued against the plan told NBC News the White House should be securing money to deal with the large displacement of migrants across the Western Hemisphere rather than simply blocking them from crossing into the U.S.",business,"[1, 2, 3]",https://static.adsafeprotected.com/skeleton.gif,business
60,60,Ancient coins unearthed in desert cave could point to evidence of Maccabean revolt,"While he agreed the new find was an important discovery for the understanding of the period, Benedikt Eckhardt, a senior lecturer in ancient history at the University of Edinburgh, Scotland, said the Israeli interpretation of them belonging to a refugee fleeing the Maccabee revolt was just one possibility. Historians disagree over various details of the revolt, including its root cause; the Maccabees recapturing of Jerusalem and the rededication of the Second Temple are the origin of the Jewish festival of Hanukkah, which begins Sunday. The Israel Antiquities Authority announced that earlier this year, a team of experts found 15 silver coins that they say were hidden by a refugee fleeing the turmoil of the Maccabean revolt from 167160 B.C., when Jewish warriors rebelled against the Seleucid Empire.",sport,"[1, 2, 3]","https://media-cldnry.s-nbcnews.com/image/upload/t_fit-760w,f_auto,q_auto:best/rockcms/2022-12/221213-israel-maccabean-coins-mb-0916-ba86f1.jpg",sport
61,61,Moderna says personalized mRNA cancer vaccine is effective for advanced melanoma,"We are very excited, we are moving very quickly with Merck onto phase 3 for this study, Moderna CEO Stephane Bancel told CNBC Tuesday morning. The drugmakers said a combination of the vaccine and Mercks immunotherapy Keytruda led to a statistically significant improvement in survival before the cancer returned in patients with advanced melanoma. Moderna developed one of the most popular vaccines used to protect patients against Covid, and the drugmaker brought in more than 3 billion from its Spikevax in this years third quarter.",business,"[1, 2, 3]",https://static.adsafeprotected.com/skeleton.gif,business
62,62,We have 'ignition': Fusion breakthrough draws energy gain,"If scientists can work out more of the problems that have dogged fusion for seven decades, it would be a reliable source of power to work in concert with wind and solar power to boost the clean energy movement. 
U.S. scientists have achieved ignition   a fusion reaction that produced more energy than it took to create  a critical milestone for nuclear fusion and a step forward in the pursuit of a nearly limitless source of clean energy, Energy Department officials said Tuesday. As humans seek ways to power modern life without harming the planet, Dabbar said it was fitting that the ultimate source of clean energy would be the one we see every day in the sky: The sun, whose process of nuclear fusion scientists have spent decades trying to recreate.",business,"[1, 2, 3]",https://static.adsafeprotected.com/skeleton.gif,business
63,63,Biden signs same-sex marriage bill at White House ceremony,"Biden emphasized bipartisan support for the legislation, passed by Congress last week while calling for more to be done, including a renewed push for a bill to prohibit discrimination based on sex, sexual orientation or gender identity. And amid widespread antiLGBTQ rhetoric led by rightwing conservatives and a string of attacks on the community, including the deadly shooting at Club Q.
Biden signed the bill Tuesday a decade after he came out in public support of samesex marriage, a change for Biden, who had voted against recognition of samesex marriages when he was a senator. I am absolutely comfortable with the fact that men marrying men, women marrying women and heterosexual men and women marrying another are entitled to the same exact rights, all the civil rights, all the civil liberties, he added.",business,"[1, 2, 3]",https://static.adsafeprotected.com/skeleton.gif,business
